Gene name	Synonym	Accession number	Functional category	Description
Rv3007c		Rv3007c	7	POSSIBLE OXIDOREDUCTASE
Rv3032		Rv3032	7	Alpha (1->4) glucosyltransferase.
Rv3034c		Rv3034c	7	POSSIBLE TRANSFERASE
Rv3049c		Rv3049c	7	PROBABLE MONOOXYGENASE
Rv3057c		Rv3057c	7	PROBABLE SHORT CHAIN ALCOHOL DEHYDROGENASE/REDUCTASE
Rv3077	<I>atsF</I>	Rv3077	7	POSSIBLE HYDROLASE
Rv3083		Rv3083	7	PROBABLE MONOOXYGENASE (HYDROXYLASE)
Rv3085		Rv3085	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv3093c		Rv3093c	7	HYPOTHETICAL OXIDOREDUCTASE
Rv3113		Rv3113	7	POSSIBLE PHOSPHATASE
Rv3137		Rv3137	7	PROBABLE MONOPHOSPHATASE
Rv3161c		Rv3161c	7	POSSIBLE DIOXYGENASE
Rv3174		Rv3174	7	PROBABLE SHORT-CHAIN DEHYDROGENASE/REDUCTASE
Rv3175		Rv3175	7	POSSIBLE AMIDASE (AMINOHYDROLASE)
Rv3198A		Rv3198A	7	POSSIBLE GLUTAREDOXIN PROTEIN
Rv3216		Rv3216	7	GCN5-RELATED N-ACETYLTRANSFERASE, PSEUDOGENE
Rv3224		Rv3224	7	POSSIBLE IRON-REGULATED SHORT-CHAIN DEHYDROGENASE/REDUCTASE
Rv3225c		Rv3225c	7	GCN5-RELATED N-ACETYLTRANSFERASE, PHOSPHORYLASE
Rv3230c		Rv3230c	7	HYPOTHETICAL OXIDOREDUCTASE
Rv3273		Rv3273	7	PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE)
Rv3322c		Rv3322c	7	POSSIBLE METHYLTRANSFERASE
Rv3324A		Rv3324A	7	PROBABLE FRAGMENT OF PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB3 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD)
Rv3329		Rv3329	7	PROBABLE AMINOTRANSFERASE
Rv3342		Rv3342	7	POSSIBLE METHYLTRANSFERASE (METHYLASE)
Rv3352c		Rv3352c	7	POSSIBLE OXIDOREDUCTASE
Rv3359		Rv3359	7	POSSIBLE OXIDOREDUCTASE
Rv3368c		Rv3368c	7	POSSIBLE OXIDOREDUCTASE
Rv3377c		Rv3377c	7	POSSIBLE CYCLASE
Rv3389c		Rv3389c	7	DOUBLE HOTDOG HYDRATASE
Rv3400		Rv3400	7	PROBABLE HYDROLASE
Rv3401		Rv3401	7	CONSERVED HYPOTHETICAL PROTEIN
Rv3406		Rv3406	7	PROBABLE DIOXYGENASE
Rv3468c	<I>rmlB3</I>	Rv3468c	7	POSSIBLE DTDP-GLUCOSE 4,6-DEHYDRATASE
Rv3485c		Rv3485c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv3502c	<I>hsd4A</I>	Rv3502c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE. Possible 17-beta-hydroxysteroid dehydrogenase.
Rv3520c		Rv3520c	7	POSSIBLE COENZYME F420-DEPENDENT OXIDOREDUCTASE
Rv3525c		Rv3525c	7	POSSIBLE SIDEROPHORE-BINDING PROTEIN
Rv3526	<I>kshA</I>	Rv3526	7	POSSIBLE OXIDOREDUCTASE. Possible ketosteroid-9-alpha-hydroxylase.
Rv3530c		Rv3530c	7	POSSIBLE OXIDOREDUCTASE
Rv3538	<I>hsd4B</I>	Rv3538	7	PROBABLE DEHYDROGENASE. Possible 2-enoyl acyl-CoA hydratase.
Rv3548c		Rv3548c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv3549c		Rv3549c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv3551		Rv3551	7	POSSIBLE COA-TRANSFERASE (ALPHA SUBUNIT)
Rv3552		Rv3552	7	POSSIBLE COA-TRANSFERASE (BETA SUBUNIT)
Rv3553		Rv3553	7	POSSIBLE OXIDOREDUCTASE
Rv3559c		Rv3559c	7	PROBABLE OXIDOREDUCTASE
Rv3579c		Rv3579c	7	POSSIBLE TRNA/RRNA METHYLTRANSFERASE
Rv3591c		Rv3591c	7	POSSIBLE HYDROLASE
Rv3618		Rv3618	7	POSSIBLE MONOOXYGENASE
Rv3631		Rv3631	7	POSSIBLE TRANSFERASE (POSSIBLY GLYCOSYLTRANSFERASE)
Rv3668c		Rv3668c	7	POSSIBLE PROTEASE
Rv3671c		Rv3671c	7	POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE
Rv3673c		Rv3673c	7	POSSIBLE MEMBRANE-ANCHORED THIOREDOXIN-LIKE PROTEIN (THIOL-DISULFIDE INTERCHANGE RELATED PROTEIN)
Rv3677c		Rv3677c	7	POSSIBLE HYDROLASE
Rv3684		Rv3684	7	PROBABLE LYASE
Rv3700c		Rv3700c	7	CONSERVED HYPOTHETICAL PROTEIN
Rv3712		Rv3712	7	POSSIBLE LIGASE
Rv3725		Rv3725	7	POSSIBLE OXIDOREDUCTASE
Rv3726		Rv3726	7	POSSIBLE DEHYDROGENASE
Rv3727		Rv3727	7	POSSIBLE OXIDOREDUCTASE
Rv3729		Rv3729	7	POSSIBLE TRANSFERASE
Rv3741c		Rv3741c	7	POSSIBLE OXIDOREDUCTASE
Rv3742c		Rv3742c	7	POSSIBLE OXIDOREDUCTASE
Rv3752c		Rv3752c	7	POSSIBLE CYTIDINE/DEOXYCYTIDYLATE DEAMINASE
Rv3762c		Rv3762c	7	POSSIBLE HYDROLASE
Rv3777		Rv3777	7	PROBABLE OXIDOREDUCTASE
Rv3778c		Rv3778c	7	POSSIBLE AMINOTRANSFERASE
Rv3784	<I>epiB</I>	Rv3784	7	POSSIBLE dTDP-GLUCOSE 4,6-DEHYDRATASE
Rv3790		Rv3790	7	PROBABLE OXIDOREDUCTASE
Rv3791		Rv3791	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv3814c		Rv3814c	7	POSSIBLE ACYLTRANSFERASE
Rv3815c		Rv3815c	7	POSSIBLE ACYLTRANSFERASE
Rv3816c		Rv3816c	7	POSSIBLE ACYLTRANSFERASE
Rv3817		Rv3817	7	POSSIBLE PHOSPHOTRANSFERASE
Rv3829c		Rv3829c	7	PROBABLE DEHYDROGENASE
Rv3837c		Rv3837c	7	PROBABLE PHOSPHOGLYCERATE MUTASE (PHOSPHOGLYCEROMUTASE) (PHOSPHOGLYCERATE PHOSPHOMUTASE)
Rv3915	<I>cwlM</I>	Rv3915	7	PROBABLE HYDROLASE
sahH	<I>Rv3248c</I>	Rv3248c	7	PROBABLE ADENOSYLHOMOCYSTEINASE SAHH (S-ADENOSYL-L-HOMOCYSTEINE HYDROLASE) (ADOHCYASE)
sdaA	<I>Rv0069c</I>	Rv0069c	7	PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD)
sdhA	<I>Rv3318</I>	Rv3318	7	PROBABLE SUCCINATE DEHYDROGENASE (FLAVOPROTEIN SUBUNIT) SDHA (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
sdhB	<I>Rv3319</I>	Rv3319	7	PROBABLE SUCCINATE DEHYDROGENASE (IRON-SULPHUR PROTEIN SUBUNIT) SDHB (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
sdhC	<I>Rv3316</I>	Rv3316	7	PROBABLE SUCCINATE DEHYDROGENASE (CYTOCHROME B-556 SUBUNIT) SDHC (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
sdhD	<I>Rv3317</I>	Rv3317	7	PROBABLE SUCCINATE DEHYDROGENASE (HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT) SDHD (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
serA1	<I>serA</I>, <I>Rv2996c</I>	Rv2996c	7	PROBABLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA1 (PGDH)
serA2	<I>Rv0728c</I>	Rv0728c	7	POSSIBLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA2 (PHOSPHOGLYCERATE DEHYDROGENASE) (PGDH)
serB1	<I>serB</I>, <I>Rv0505c</I>	Rv0505c	7	POSSIBLE PHOSPHOSERINE PHOSPHATASE SERB1 (PSP) (O-PHOSPHOSERINE PHOSPHOHYDROLASE) (PSPASE)
serB2	<I>Rv3042c</I>	Rv3042c	7	PROBABLE PHOSPHOSERINE PHOSPHATASE SERB2 (PSP) (O-PHOSPHOSERINE PHOSPHOHYDROLASE) (PSPASE)
serC	<I>Rv0884c</I>	Rv0884c	7	POSSIBLE PHOSPHOSERINE AMINOTRANSFERASE SERC (PSAT)
sirA	<I>Rv2391</I>	Rv2391	7	Ferredoxin-dependent sulfite reductase SirA
snoP	<I>Rv2604c</I>	Rv2604c	7	Probable glutamine amidotransferase SnoP
snzP	<I>Rv2606c</I>	Rv2606c	7	Possible pyridoxine biosynthesis protein SnzP
speE	<I>Rv2601</I>	Rv2601	7	PROBABLE SPERMIDINE SYNTHASE SPEE (PUTRESCINE AMINOPROPYLTRANSFERASE) (AMINOPROPYLTRANSFERASE) (SPDSY)
sseA	<I>Rv3283</I>	Rv3283	7	PROBABLE THIOSULFATE SULFURTRANSFERASE SSEA (RHODANESE) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE)
sseB	<I>Rv2291</I>	Rv2291	7	Probable thiosulfate sulfurtransferase SseB
sseC1	<I>sseC</I>, <I>Rv3118</I>	Rv3118	7	CONSERVED HYPOTHETICAL PROTEIN SSEC1
sseC2	<I>Rv0814c</I>	Rv0814c	7	CONSERVED HYPOTHETICAL PROTEIN SSEC2
sthA	<I>Rv2713</I>	Rv2713	7	PROBABLE SOLUBLE PYRIDINE NUCLEOTIDE TRANSHYDROGENASE STHA (STH) (NAD(P)(+) TRANSHYDROGENASE [B-SPECIFIC]) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE)
sucC	<I>Rv0951</I>	Rv0951	7	PROBABLE SUCCINYL-CoA SYNTHETASE (BETA CHAIN) SUCC (SCS-BETA)
sucD	<I>Rv0952</I>	Rv0952	7	PROBABLE SUCCINYL-CoA SYNTHETASE (ALPHA CHAIN) SUCD (SCS-ALPHA)
tal	<I>Rv1448c</I>	Rv1448c	7	PROBABLE TRANSALDOLASE TAL
tam	<I>Rv0294</I>	Rv0294	7	PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM
thiC	<I>Rv0423c</I>	Rv0423c	7	PROBABLE THIAMINE BIOSYNTHESIS PROTEIN THIC
thiD	<I>Rv0422c</I>	Rv0422c	7	PROBABLE PHOSPHOMETHYLPYRIMIDINE KINASE THID (HMP-PHOSPHATE KINASE) (HMP-P KINASE)
thiE	<I>Rv0414c</I>	Rv0414c	7	PROBABLE THIAMINE-PHOSPHATE PYROPHOSPHORYLASE THIE (TMP PYROPHOSPHORYLASE) (TMP-PPASE) (THIAMINE-PHOSPHATE SYNTHASE)
thiG	<I>Rv0417</I>	Rv0417	7	PROBABLE THIAMIN BIOSYNTHESIS PROTEIN THIG (THIAZOLE BIOSYNTHESIS PROTEIN)
thiL	<I>Rv2977c</I>	Rv2977c	7	PROBABLE THIAMINE-MONOPHOSPHATE KINASE THIL (THIAMINE-PHOSPHATE KINASE)
thiO	<I>Rv0415</I>	Rv0415	7	POSSIBLE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE THIO
thiS	<I>Rv0416</I>	Rv0416	7	POSSIBLE PROTEIN THIS
thiX	<I>Rv0816c</I>	Rv0816c	7	PROBABLE THIOREDOXIN THIX
thrA	<I>Rv1294</I>	Rv1294	7	PROBABLE HOMOSERINE DEHYDROGENASE THRA
thrB	<I>Rv1296</I>	Rv1296	7	PROBABLE HOMOSERINE KINASE THRB
thrC	<I>Rv1295</I>	Rv1295	7	PROBABLE THREONINE SYNTHASE THRC
thyA	<I>Rv2764c</I>	Rv2764c	7	PROBABLE THYMIDYLATE SYNTHASE THYA (TS) (TSASE)
thyX	<I>Rv2754c</I>	Rv2754c	7	PROBABLE THYMIDYLATE SYNTHASE THYX (TS) (TSase)
tkt	<I>Rv1449c</I>	Rv1449c	7	PROBABLE TRANSKETOLASE TKT (TK)
tmk	<I>Rv3247c</I>	Rv3247c	7	PROBABLE THYMIDYLATE KINASE TMK (dTMP KINASE) (THYMIDYLIC ACID KINASE) (TMPK)
tpi	<I>Rv1438</I>	Rv1438	7	PROBABLE TRIOSEPHOSPHATE ISOMERASE TPI (TIM)
trpA	<I>Rv1613</I>	Rv1613	7	Probable tryptophan synthase, alpha subunit trpA
trpB	<I>Rv1612</I>	Rv1612	7	Probable tryptophan synthase, beta subunit trpB
trpC	<I>Rv1611</I>	Rv1611	7	Probable indole-3-glycerol phosphate synthase trpC
trpD	<I>Rv2192c</I>	Rv2192c	7	Probable anthranilate phosphoribosyltransferase TrpD
trpE	<I>Rv1609</I>	Rv1609	7	Probable anthranilate synthase component I trpE (GLUTAMINE AMIDOTRANSFERASE)
trpG	<I>pabA</I>, <I>Rv0013</I>	Rv0013	7	POSSIBLE ANTHRANILATE SYNTHASE COMPONENT II TRPG (GLUTAMINE AMIDOTRANSFERASE)
trxA	<I>Rv1470</I>	Rv1470	7	PROBABLE THIOREDOXIN TRXA
trxB1	<I>trxB</I>, <I>Rv1471</I>	Rv1471	7	PROBABLE THIOREDOXIN TRXB1
trxB2	<I>Rv3913</I>	Rv3913	7	PROBABLE THIOREDOXIN REDUCTASE TRXB2 (TRXR) (TR)
trxC	<I>trx</I>, <I>trxA</I>, <I>mpt46</I>, <I>Rv3914</I>	Rv3914	7	THIOREDOXIN TRXC (TRX) (MPT46)
tyrA	<I>Rv3754</I>	Rv3754	7	PREPHENATE DEHYDROGENASE TYRA (PDH) (HYDROXYPHENYLPYRUVATE SYNTHASE)
udgA	<I>rkpK</I>, <I>Rv0322</I>	Rv0322	7	PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH)
upp	<I>Rv3309c</I>	Rv3309c	7	PROBABLE URACIL PHOSPHORIBOSYLTRANSFERASE UPP (UMP PYROPHOSPHORYLASE) (UPRTASE) (UMP DIPHOSPHORYLASE)
ureA	<I>Rv1848</I>	Rv1848	7	Urease gamma subunit ureA (Urea amidohydrolase)
ureB	<I>Rv1849</I>	Rv1849	7	Urease beta subunit ureB
ureC	<I>Rv1850</I>	Rv1850	7	Urease alpha subunit ureC (Urea amidohydrolase)
ureD	<I>Rv1853</I>	Rv1853	7	Probable urease accessory protein ureD
ureF	<I>Rv1851</I>	Rv1851	7	Urease accessory protein uref
ureG	<I>Rv1852</I>	Rv1852	7	Urease accessory protein ureG
viuB	<I>Rv2895c</I>	Rv2895c	7	POSSIBLE MYCOBACTIN UTILIZATION PROTEIN VIUB
xylB	<I>Rv0729</I>	Rv0729	7	POSSIBLE D-XYLULOSE KINASE XYLB (XYLULOKINASE) (XYLULOSE KINASE)
zwf1	<I>zwf</I>, <I>Rv1121</I>	Rv1121	7	PROBABLE GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE ZWF1 (G6PD)
zwf2	<I>Rv1447c</I>	Rv1447c	7	PROBABLE GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE ZWF2 (G6PD)
